"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Course repository update course failure","","Tue Oct 01 12:06:03 MSK 2024","passed","Tue Oct 01 12:06:03 MSK 2024","","Course repository update course","",""
"","0","Lesson repository update lesson failure","","Tue Oct 01 12:06:03 MSK 2024","passed","Tue Oct 01 12:06:03 MSK 2024","","Lesson repository update lesson","",""
"","0","Auth service refresh token success","","Tue Oct 01 12:06:03 MSK 2024","passed","Tue Oct 01 12:06:03 MSK 2024","","Auth service refresh token","",""
"","0","Find user by credentials failure","","Tue Oct 01 12:06:03 MSK 2024","passed","Tue Oct 01 12:06:03 MSK 2024","","Find user by credentials","",""
"","0","Lesson repository find all failure","","Tue Oct 01 12:06:03 MSK 2024","passed","Tue Oct 01 12:06:03 MSK 2024","","Lesson repository find all","",""
"","0","Stat repository find lesson stat failure","","Tue Oct 01 12:06:03 MSK 2024","passed","Tue Oct 01 12:06:03 MSK 2024","","Stat repository find lesson stat","",""
"","0","Find lesson stat success","","Tue Oct 01 12:06:03 MSK 2024","passed","Tue Oct 01 12:06:03 MSK 2024","","Find lesson stat","",""
"","1","Get course payment url failure","","Tue Oct 01 12:06:03 MSK 2024","passed","Tue Oct 01 12:06:03 MSK 2024","","Get course payment url","",""
"","0","Course repository find student courses success","","Tue Oct 01 12:06:03 MSK 2024","passed","Tue Oct 01 12:06:03 MSK 2024","","Course repository find student courses","",""
"","0","Review repository delete review success","","Tue Oct 01 12:06:03 MSK 2024","passed","Tue Oct 01 12:06:03 MSK 2024","","Review repository delete review","",""
"","0","User repository update user success","","Tue Oct 01 12:06:03 MSK 2024","passed","Tue Oct 01 12:06:03 MSK 2024","","User repository update user","",""
"","0","Course service publish ready course success","","Tue Oct 01 12:06:03 MSK 2024","passed","Tue Oct 01 12:06:03 MSK 2024","","Course service publish ready course","",""
"","1","Lesson service find all failure","","Tue Oct 01 12:06:03 MSK 2024","passed","Tue Oct 01 12:06:03 MSK 2024","","Lesson service find all","",""
"","1","Find school teachers failure","","Tue Oct 01 12:06:03 MSK 2024","passed","Tue Oct 01 12:06:03 MSK 2024","","Find school teachers","",""
"","0","Add school teacher success","","Tue Oct 01 12:06:03 MSK 2024","passed","Tue Oct 01 12:06:03 MSK 2024","","Add school teacher","",""
"","0","Course service find teacher courses success","","Tue Oct 01 12:06:03 MSK 2024","passed","Tue Oct 01 12:06:03 MSK 2024","","Course service find teacher courses","",""
"","0","Course repository create course failure","","Tue Oct 01 12:06:03 MSK 2024","passed","Tue Oct 01 12:06:03 MSK 2024","","Course repository create course","",""
"","0","School repository update school success","","Tue Oct 01 12:06:03 MSK 2024","passed","Tue Oct 01 12:06:03 MSK 2024","","School repository update school","",""
"","0","Lesson service create video lesson failure","","Tue Oct 01 12:06:03 MSK 2024","passed","Tue Oct 01 12:06:03 MSK 2024","","Lesson service create video lesson","",""
"","0","Lesson service create practice lesson failure","","Tue Oct 01 12:06:03 MSK 2024","passed","Tue Oct 01 12:06:03 MSK 2024","","Lesson service create practice lesson","",""
"","0","Lesson repository find lesson tests success","","Tue Oct 01 12:06:03 MSK 2024","passed","Tue Oct 01 12:06:03 MSK 2024","","Lesson repository find lesson tests","",""
"","1","Course repository find course teachers success","","Tue Oct 01 12:06:03 MSK 2024","passed","Tue Oct 01 12:06:03 MSK 2024","","Course repository find course teachers","",""
"","0","Auth service sign in success","","Tue Oct 01 12:06:03 MSK 2024","passed","Tue Oct 01 12:06:03 MSK 2024","","Auth service sign in","",""
"","0","Course service publish ready course failure","","Tue Oct 01 12:06:03 MSK 2024","passed","Tue Oct 01 12:06:03 MSK 2024","","Course service publish ready course","",""
"","0","Update lesson stat failure","","Tue Oct 01 12:06:03 MSK 2024","passed","Tue Oct 01 12:06:03 MSK 2024","","Update lesson stat","",""
"","0","Save media file failure","","Tue Oct 01 12:06:03 MSK 2024","passed","Tue Oct 01 12:06:03 MSK 2024","","Save media file","",""
